"Year","Fruit","Variety","Area_harvested_ha","Yield_t_per_ha","Production_tons","Average_Temperature_C","Rainfall_mm","Pest_Incidence_Index","Irrigation_Water_m3_per_ha","Productivity","Growth_Percent","Disease_Class","NDVI_Index","Soil_Moisture_pct","GDD_Base10","Reference_ETo_mm","Notes","Prod_total_orig"
2009,"Bananas","Robusta",2.07,13.29,27.52,23,311.4,0.18,2816,0.979,61.8,"None",0.688,6.68,2951,364.2,"@",7026.3
2010,"Bananas","Robusta",129.8,18.33,2379.29,13.22,300.7,0.4,3016,1.265,59.87,"Bacterial",0.652,10.92,926,353.7,"@  reviewed",27711.29
2011,"Bananas","Robusta",78.23,20.73,1622.02,11.26,247.2,0.39,3462,1.382,55.05,"Bacterial",0.543,9.51,972,360.9,"@ ok",32743.92
2012,"Bananas","Robusta",17.43,16.13,281.21,18.44,267.9,0.49,3225,1.035,51.84,"Bacterial",0.583,8.86,2420,352.8,"@  reviewed",22701.4
2013,"Bananas","Robusta",149.17,17.77,2650.04,18.88,,0.25,2485,1.466,50.73,"Fungal",,,1590,,"@",16319.68
2014,"Bananas","Robusta",33.9,14.1,477.88,13.66,272.7,0.32,3296,0.858,53.14,"Bacterial",0.624,6.67,1080,356.5,"@ ok",20050.25
2015,"Bananas","Robusta",42.57,11.73,499.15,15.72,308.8,0.35,2925,0.783,54.46,"Bacterial",0.688,7.43,1232,341.1,"@",17262.83
2016,"Bananas","Robusta",86.27,11.21,967.19,14.71,331.3,0.22,2777,0.741,56.09,"None",0.693,9.09,1801,359.7,"@ ok",9222.33
2017,"Bananas","Robusta",64.68,20,1293.55,14.25,276.6,0.43,3269,1.284,55.65,"Bacterial",0.575,7.3,1589,352.5,"@ ok",23494.22
2018,"Bananas","Robusta",115.12,14.77,1700.31,20.95,307.4,0.28,2843,1.001,57.7,"Bacterial",0.704,7.87,2358,363.9,"@ missing-field flag",19353.27
2019,"Bananas","Robusta",1.36,12.98,17.65,23.11,240.3,0.5,3726,0.796,56.07,"Bacterial",0.569,8.09,3006,364.1,"@ anomaly",14967.77
2020,"Bananas","Robusta",394.3,10.11,3984.76,15.7,357.7,0.27,2605,0.699,59.94,"Fungal",0.749,10.15,1615,357.9,"@",18145.55
2021,"Bananas","Robusta",6.29,10.87,68.35,13.8,286.9,0.25,3286,0.7,57.21,"Bacterial",0.64,8.63,1333,356.8,"@",7330.83
2022,"Bananas","Robusta",288.24,11.15,3214.18,16.83,243,0.44,3644,0.617,56.18,"Bacterial",0.533,8.8,2129,343.2,"@ missing-field flag",18014
2023,"Bananas","Robusta",217.59,11.03,2400.31,12.03,213.8,0.43,3905,0.604,50.74,"Bacterial",0.511,10.97,818,342.9,"@",16610.48
1995,"Bananas","Williams",38.23,46.19,1766.03,20.08,,0.43,2497,3.92,,"Fungal",,,2804,,"@  reviewed",38079.41
1996,"Bananas","Williams",55.5,30.43,1688.93,13.39,348.5,0.23,2579,2.511,58.07,"None",0.692,7.29,1386,356,"@",45332.37
1997,"Bananas","Williams",63.04,42.8,2698.03,15.51,346.7,0.33,2507,3.436,59.32,"Fungal",0.712,10.69,925,335.7,"@",33705.37
1998,"Bananas","Williams",182.32,28.76,5242.74,17.52,249.1,0.43,3683,1.969,57.4,"Bacterial",0.581,9.13,1988,333.9,"@",48011.01
1999,"Bananas","Williams",172.65,30.97,5346.89,18.42,294.8,0.3,3144,2.512,57.47,"Bacterial",0.632,7.24,2513,356.6,"@ ok",35820.4
2000,"Bananas","Williams",141.64,38.32,5427.44,17.42,236.7,0.39,3572,3.04,54.58,"Bacterial",0.549,7.39,1794,358,"@ missing-field flag",62454.17
2001,"Bananas","Williams",126.31,35.2,4446.45,15.09,352.4,0.25,2518,2.824,57.16,"Fungal",0.757,8.55,1744,353,"@",20008.37
2002,"Bananas","Williams",83.74,31.34,2624.5,22.19,325.4,0.28,2706,2.544,59.66,"Bacterial",0.697,10.56,2533,354.6,"@ ok",18980.79
2003,"Bananas","Williams",126.87,31.54,4001.78,13.37,319.2,0.32,3015,2.449,60.81,"Bacterial",0.649,8.68,1314,341.8,"@",32631.05
2004,"Bananas","Williams",81.77,29,2370.93,10.78,293.2,0.4,3083,2.183,57.14,"Bacterial",0.627,10.06,938,384.7,"@  reviewed",44812.25
2005,"Bananas","Williams",212.74,30.84,6560.73,17.48,331.2,0.31,2740,2.094,55.77,"Fungal",0.677,11.6,2336,343.7,"@",31153.27
2006,"Bananas","Williams",21.33,29.37,626.42,18.54,303.3,0.34,2905,2.096,57.42,"Bacterial",0.66,10.99,2390,349.6,"@ data entry check",41208.43
2007,"Bananas","Williams",25.93,24.59,637.56,21.81,273.1,0.4,3401,1.702,60.62,"Bacterial",0.575,11.22,2974,341.6,"@ ok",21033.32
2008,"Bananas","Williams",94.76,22.69,2150.26,19.58,308.6,0.33,2921,1.582,60.62,"Bacterial",0.658,10.94,1972,350.6,"@  reviewed",32103.59
2009,"Bananas","Williams",86.5,12.57,1087.35,23,311.4,0.18,2816,0.926,61.8,"None",0.688,6.68,2951,364.2,"@",7026.3
2010,"Bananas","Williams",103.42,20.16,2084.68,13.22,300.7,0.4,3016,1.391,59.87,"Bacterial",0.652,10.92,926,353.7,"@  reviewed",27711.29
2011,"Bananas","Williams",346.89,19.07,6613.87,11.26,247.2,0.39,3462,1.271,55.05,"Bacterial",0.543,9.51,972,360.9,"@ ok",32743.92
2012,"Bananas","Williams",869.26,16.59,14416.91,18.44,267.9,0.49,3225,1.065,51.84,"Bacterial",0.583,8.86,2420,352.8,"@  reviewed",22701.4
2013,"Bananas","Williams",195.8,19.07,3734.47,18.88,,0.25,2485,1.573,50.73,"Fungal",,,1590,,"@",16319.68
2014,"Bananas","Williams",422.26,15.3,6461.3,13.66,272.7,0.32,3296,0.931,53.14,"Bacterial",0.624,6.67,1080,356.5,"@ ok",20050.25
2015,"Bananas","Williams",211.29,11.56,2442.1,15.72,308.8,0.35,2925,0.772,54.46,"Bacterial",0.688,7.43,1232,341.1,"@",17262.83
2016,"Bananas","Williams",169.65,12.15,2060.78,14.71,331.3,0.22,2777,0.803,56.09,"None",0.693,9.09,1801,359.7,"@ ok",9222.33
2017,"Bananas","Williams",136.33,20.07,2736.6,14.25,276.6,0.43,3269,1.288,55.65,"Bacterial",0.575,7.3,1589,352.5,"@ ok",23494.22
2018,"Bananas","Williams",159.08,13.6,2164.05,20.95,307.4,0.28,2843,0.922,57.7,"Bacterial",0.704,7.87,2358,363.9,"@ missing-field flag",19353.27
2019,"Bananas","Williams",136.63,12.43,1698,23.11,240.3,0.5,3726,0.763,56.07,"Bacterial",0.569,8.09,3006,364.1,"@ anomaly",14967.77
2020,"Bananas","Williams",657.52,11.56,7599.77,15.7,357.7,0.27,2605,0.799,59.94,"Fungal",0.749,10.15,1615,357.9,"@",18145.55
2021,"Bananas","Williams",326.98,10.56,3452.29,13.8,286.9,0.25,3286,0.68,57.21,"Bacterial",0.64,8.63,1333,356.8,"@",7330.83
2022,"Bananas","Williams",509.4,11.46,5836.5,16.83,243,0.44,3644,0.634,56.18,"Bacterial",0.533,8.8,2129,343.2,"@ missing-field flag",18014
2023,"Bananas","Williams",242.99,11.71,2845.53,12.03,213.8,0.43,3905,0.642,50.74,"Bacterial",0.511,10.97,818,342.9,"@",16610.48
1995,"Dates","Ajwa",1704.23,10.44,17791.2,17.81,345.9,0.45,2506,0.944,61.42,"Fungal",0.75,10.03,1516,344.9,"@ ok",28773.95
1996,"Dates","Ajwa",488.93,15.29,7473.49,16.63,332.2,0.23,2639,1.389,61.02,"None",0.7,7.53,1878,357.5,"@",33871.66
1997,"Dates","Ajwa",105.29,9.79,1030.32,11.19,293.8,0.47,3074,0.764,56.86,"Bacterial",0.547,9.57,828,346.2,"@",12191.75
1998,"Dates","Ajwa",252.39,5.28,1332.69,19.43,244.6,0.36,3658,0.379,54.98,"Bacterial",0.56,9.2,2206,331.4,"@ anomaly",15494.79
1999,"Dates","Ajwa",243.07,7.37,1791.19,18.19,386.5,0.31,2378,0.685,56.84,"Fungal",0.79,9.44,2404,335.4,"@ ok",12062.89
2000,"Dates","Ajwa",55.47,15.96,885.52,18.48,312.1,0.33,3043,1.185,60.82,"Bacterial",0.707,8.4,2794,367.2,"@ data entry check",19997.67
2001,"Dates","Ajwa",538.08,8.25,4437.69,22.78,254.6,0.47,3367,0.652,61.03,"Bacterial",0.603,7.48,3244,344.3,"@ data entry check",22067.91
2002,"Dates","Ajwa",8.64,9.54,82.42,18.9,267.3,0.48,3312,0.661,57.75,"Bacterial",0.676,8.6,1734,350.9,"@  reviewed",26244.91
2003,"Dates","Ajwa",91.64,13.94,1277.14,18.1,319.4,0.38,2921,0.979,57.7,"Bacterial",0.722,8.41,2446,338.1,"@",31073.95
2004,"Dates","Ajwa",615.68,10.38,6389.65,18.94,287.2,0.36,3346,0.759,58.79,"Bacterial",0.671,10.63,1920,350.2,"@  reviewed",14974.5
2005,"Dates","Ajwa",244.63,6.58,1609.96,14.53,268.6,0.48,3364,0.462,57.39,"Bacterial",0.631,10.41,1493,351.2,"@",11467.43
2006,"Dates","Ajwa",131.52,9.9,1302.28,19.88,278.4,0.29,3248,0.728,56.64,"Bacterial",0.576,7.26,2941,355.9,"@",15795.8
2007,"Dates","Ajwa",186.64,10.13,1891.3,18.42,317.6,0.33,2762,0.777,57.19,"Bacterial",0.702,10.04,2712,354.3,"@ ok",20630.46
2008,"Dates","Ajwa",490.55,10.04,4923.21,21.82,324.5,0.1,2799,0.78,62.32,"None",0.705,8.39,3128,345.8,"@ anomaly",31035.7
2009,"Dates","Ajwa",346.12,9.54,3303.36,23.24,261.2,0.45,3580,0.652,61.94,"Bacterial",0.576,9.74,2872,352.9,"@",10713.88
2010,"Dates","Ajwa",690.3,18.96,13088.96,21.99,310.5,0.47,2868,1.292,62.01,"Bacterial",0.683,8.37,3056,351.3,"@ missing-field flag",44349.36
2011,"Dates","Ajwa",472.46,17.3,8174.73,17.42,325.2,0.33,2827,1.222,59.32,"Bacterial",0.7,6.91,1394,354.1,"@ missing-field flag",35473.96
2012,"Dates","Ajwa",130.57,14.79,1930.57,11.95,341.9,0.3,2565,1.026,59.33,"Fungal",0.699,10.65,859,347.6,"@ anomaly",29312.29
2013,"Dates","Ajwa",624.69,16.33,10199.74,14.12,352.6,0.38,2628,1.077,58.22,"Fungal",,,1387,,"@ anomaly",34950.65
2014,"Dates","Ajwa",37.94,19.37,734.87,16.91,264,0.43,3528,1.288,54.88,"Bacterial",0.588,7.21,1904,358.2,"@",34149.9
2015,"Dates","Ajwa",443.44,16.8,7449.06,23.52,245.6,0.45,3574,1.053,53.61,"Bacterial",0.575,6.19,2600,356.9,"@ anomaly",50885.87
2016,"Dates","Ajwa",183.01,14.48,2649.13,19.93,252.2,0.59,3444,0.906,53.33,"Bacterial",0.552,8.23,1990,353.5,"@  reviewed",19189.5
2017,"Dates","Ajwa",185.09,15.24,2820.44,18.49,324.3,0.29,2828,1.102,56.13,"Bacterial",0.703,7.34,2170,356.5,"@ anomaly",32060.73
2018,"Dates","Ajwa",131.51,13.47,1770.85,21.18,296,0.41,3006,0.931,57.77,"Bacterial",0.586,8.53,2819,343.6,"@ ok",12430.36
2019,"Dates","Ajwa",48.34,19.73,953.89,12.64,311.8,0.23,2822,1.345,58.94,"None",0.659,10.03,926,338.8,"@ ok",43087.44
2020,"Dates","Ajwa",454.34,13.28,6034.51,22,261.5,0.24,3486,0.88,58.91,"None",0.542,11.25,2532,342.1,"@",22570.16
2021,"Dates","Ajwa",164.39,13.71,2253.41,11.31,311.8,0.4,2903,0.891,56.4,"Bacterial",0.653,8.56,905,355.2,"@",13795.48
2022,"Dates","Ajwa",161.42,13.36,2155.82,14.08,290.2,0.53,3031,0.812,55.22,"Bacterial",0.646,11.14,1528,343.2,"@",35588.14
2023,"Dates","Ajwa",308.05,18.35,5652.8,20.31,262.4,0.3,3295,1.105,54.56,"Bacterial",0.594,10.79,2531,372.8,"@",44137.37
1995,"Dates","Barhi",49.18,9.72,478.07,17.81,345.9,0.45,2506,0.878,61.42,"Fungal",0.75,10.03,1516,344.9,"@ ok",28773.95
1996,"Dates","Barhi",193.45,12.65,2448.06,16.63,332.2,0.23,2639,1.149,61.02,"None",0.7,7.53,1878,357.5,"@",33871.66
1997,"Dates","Barhi",280.84,9.91,2783.78,11.19,293.8,0.47,3074,0.773,56.86,"Bacterial",0.547,9.57,828,346.2,"@",12191.75
1998,"Dates","Barhi",858.77,5.28,4534.56,19.43,244.6,0.36,3658,0.379,54.98,"Bacterial",0.56,9.2,2206,331.4,"@ anomaly",15494.79
1999,"Dates","Barhi",43.94,7.63,335.29,18.19,386.5,0.31,2378,0.709,56.84,"Fungal",0.79,9.44,2404,335.4,"@ ok",12062.89
2000,"Dates","Barhi",218.37,15.08,3293.35,18.48,312.1,0.33,3043,1.12,60.82,"Bacterial",0.707,8.4,2794,367.2,"@ data entry check",19997.67
2001,"Dates","Barhi",816.98,7.26,5929.95,22.78,254.6,0.47,3367,0.574,61.03,"Bacterial",0.603,7.48,3244,344.3,"@ data entry check",22067.91
2002,"Dates","Barhi",532.19,9.69,5158.34,18.9,267.3,0.48,3312,0.671,57.75,"Bacterial",0.676,8.6,1734,350.9,"@  reviewed",26244.91
2003,"Dates","Barhi",47.21,13.71,647.37,18.1,319.4,0.38,2921,0.963,57.7,"Bacterial",0.722,8.41,2446,338.1,"@",31073.95
2004,"Dates","Barhi",75.38,8.88,669.49,18.94,287.2,0.36,3346,0.649,58.79,"Bacterial",0.671,10.63,1920,350.2,"@  reviewed",14974.5
2005,"Dates","Barhi",80.14,6.48,519.64,14.53,268.6,0.48,3364,0.455,57.39,"Bacterial",0.631,10.41,1493,351.2,"@",11467.43
2006,"Dates","Barhi",299.05,10.15,3035.69,19.88,278.4,0.29,3248,0.747,56.64,"Bacterial",0.576,7.26,2941,355.9,"@",15795.8
2007,"Dates","Barhi",350.03,10.16,3557.56,18.42,317.6,0.33,2762,0.779,57.19,"Bacterial",0.702,10.04,2712,354.3,"@ ok",20630.46
2008,"Dates","Barhi",200.81,10.75,2158.59,21.82,324.5,0.1,2799,0.835,62.32,"None",0.705,8.39,3128,345.8,"@ anomaly",31035.7
2009,"Dates","Barhi",78.65,9.64,758.42,23.24,261.2,0.45,3580,0.659,61.94,"Bacterial",0.576,9.74,2872,352.9,"@",10713.88
2010,"Dates","Barhi",544.93,22.36,12182.77,21.99,310.5,0.47,2868,1.524,62.01,"Bacterial",0.683,8.37,3056,351.3,"@ missing-field flag",44349.36
2011,"Dates","Barhi",174.6,15.34,2679.11,17.42,325.2,0.33,2827,1.084,59.32,"Bacterial",0.7,6.91,1394,354.1,"@ missing-field flag",35473.96
2012,"Dates","Barhi",140.79,14.7,2069.3,11.95,341.9,0.3,2565,1.02,59.33,"Fungal",0.699,10.65,859,347.6,"@ anomaly",29312.29
2013,"Dates","Barhi",83.62,15.94,1332.81,14.12,352.6,0.38,2628,1.052,58.22,"Fungal",,,1387,,"@ anomaly",34950.65
2014,"Dates","Barhi",145.49,20.2,2938.39,16.91,264,0.43,3528,1.343,54.88,"Bacterial",0.588,7.21,1904,358.2,"@",34149.9
2015,"Dates","Barhi",33.35,16.6,553.5,23.52,245.6,0.45,3574,1.041,53.61,"Bacterial",0.575,6.19,2600,356.9,"@ anomaly",50885.87
2016,"Dates","Barhi",105.58,15.82,1670.21,19.93,252.2,0.59,3444,0.989,53.33,"Bacterial",0.552,8.23,1990,353.5,"@  reviewed",19189.5
2017,"Dates","Barhi",52.97,16.63,880.7,18.49,324.3,0.29,2828,1.202,56.13,"Bacterial",0.703,7.34,2170,356.5,"@ anomaly",32060.73
2018,"Dates","Barhi",100.38,12.47,1251.24,21.18,296,0.41,3006,0.862,57.77,"Bacterial",0.586,8.53,2819,343.6,"@ ok",12430.36
2019,"Dates","Barhi",820.43,19.63,16105.63,12.64,311.8,0.23,2822,1.339,58.94,"None",0.659,10.03,926,338.8,"@ ok",43087.44
2020,"Dates","Barhi",128.68,12.59,1620.29,22,261.5,0.24,3486,0.834,58.91,"None",0.542,11.25,2532,342.1,"@",22570.16
2021,"Dates","Barhi",49.33,13.45,663.3,11.31,311.8,0.4,2903,0.874,56.4,"Bacterial",0.653,8.56,905,355.2,"@",13795.48
2022,"Dates","Barhi",83.59,13.63,1139.25,14.08,290.2,0.53,3031,0.829,55.22,"Bacterial",0.646,11.14,1528,343.2,"@",35588.14
2023,"Dates","Barhi",225.74,18.44,4162.51,20.31,262.4,0.3,3295,1.111,54.56,"Bacterial",0.594,10.79,2531,372.8,"@",44137.37
1995,"Dates","Deglet Noor",24.39,9.35,228.09,17.81,345.9,0.45,2506,0.845,61.42,"Fungal",0.75,10.03,1516,344.9,"@ ok",28773.95
1996,"Dates","Deglet Noor",174.67,14.47,2527.18,16.63,332.2,0.23,2639,1.315,61.02,"None",0.7,7.53,1878,357.5,"@",33871.66
1997,"Dates","Deglet Noor",171.49,10.42,1786.85,11.19,293.8,0.47,3074,0.813,56.86,"Bacterial",0.547,9.57,828,346.2,"@",12191.75
1998,"Dates","Deglet Noor",199.81,5.09,1016.05,19.43,244.6,0.36,3658,0.365,54.98,"Bacterial",0.56,9.2,2206,331.4,"@ anomaly",15494.79
1999,"Dates","Deglet Noor",247.43,7.18,1776.7,18.19,386.5,0.31,2378,0.667,56.84,"Fungal",0.79,9.44,2404,335.4,"@ ok",12062.89
2000,"Dates","Deglet Noor",56.5,15.72,888.21,18.48,312.1,0.33,3043,1.167,60.82,"Bacterial",0.707,8.4,2794,367.2,"@ data entry check",19997.67
2001,"Dates","Deglet Noor",44.75,7.32,327.47,22.78,254.6,0.47,3367,0.579,61.03,"Bacterial",0.603,7.48,3244,344.3,"@ data entry check",22067.91
2002,"Dates","Deglet Noor",239.59,9.42,2256.12,18.9,267.3,0.48,3312,0.652,57.75,"Bacterial",0.676,8.6,1734,350.9,"@  reviewed",26244.91
2003,"Dates","Deglet Noor",433.85,14.53,6302.51,18.1,319.4,0.38,2921,1.02,57.7,"Bacterial",0.722,8.41,2446,338.1,"@",31073.95
2004,"Dates","Deglet Noor",32.68,9.69,316.63,18.94,287.2,0.36,3346,0.708,58.79,"Bacterial",0.671,10.63,1920,350.2,"@  reviewed",14974.5
2005,"Dates","Deglet Noor",238.28,7.1,1690.76,14.53,268.6,0.48,3364,0.499,57.39,"Bacterial",0.631,10.41,1493,351.2,"@",11467.43
2006,"Dates","Deglet Noor",3.83,9.31,35.67,19.88,278.4,0.29,3248,0.685,56.64,"Bacterial",0.576,7.26,2941,355.9,"@",15795.8
2007,"Dates","Deglet Noor",106.58,10.35,1103.62,18.42,317.6,0.33,2762,0.794,57.19,"Bacterial",0.702,10.04,2712,354.3,"@ ok",20630.46
2008,"Dates","Deglet Noor",566.03,11.36,6431.35,21.82,324.5,0.1,2799,0.882,62.32,"None",0.705,8.39,3128,345.8,"@ anomaly",31035.7
2009,"Dates","Deglet Noor",108.74,9.22,1002.25,23.24,261.2,0.45,3580,0.63,61.94,"Bacterial",0.576,9.74,2872,352.9,"@",10713.88
2010,"Dates","Deglet Noor",336.7,19.92,6708.55,21.99,310.5,0.47,2868,1.357,62.01,"Bacterial",0.683,8.37,3056,351.3,"@ missing-field flag",44349.36
2011,"Dates","Deglet Noor",87.38,16.51,1442.94,17.42,325.2,0.33,2827,1.167,59.32,"Bacterial",0.7,6.91,1394,354.1,"@ missing-field flag",35473.96
2012,"Dates","Deglet Noor",389.1,16.78,6528.3,11.95,341.9,0.3,2565,1.165,59.33,"Fungal",0.699,10.65,859,347.6,"@ anomaly",29312.29
2013,"Dates","Deglet Noor",113.78,15.7,1786.32,14.12,352.6,0.38,2628,1.036,58.22,"Fungal",,,1387,,"@ anomaly",34950.65
2014,"Dates","Deglet Noor",46.45,18.38,853.59,16.91,264,0.43,3528,1.222,54.88,"Bacterial",0.588,7.21,1904,358.2,"@",34149.9
2015,"Dates","Deglet Noor",611.21,16.89,10322.76,23.52,245.6,0.45,3574,1.059,53.61,"Bacterial",0.575,6.19,2600,356.9,"@ anomaly",50885.87
2016,"Dates","Deglet Noor",200.44,14.94,2995.22,19.93,252.2,0.59,3444,0.934,53.33,"Bacterial",0.552,8.23,1990,353.5,"@  reviewed",19189.5
2017,"Dates","Deglet Noor",180.03,16.18,2912.9,18.49,324.3,0.29,2828,1.17,56.13,"Bacterial",0.703,7.34,2170,356.5,"@ anomaly",32060.73
2018,"Dates","Deglet Noor",17.91,12.04,215.57,21.18,296,0.41,3006,0.832,57.77,"Bacterial",0.586,8.53,2819,343.6,"@ ok",12430.36
2019,"Dates","Deglet Noor",179.56,20.5,3680.86,12.64,311.8,0.23,2822,1.398,58.94,"None",0.659,10.03,926,338.8,"@ ok",43087.44
2020,"Dates","Deglet Noor",512.04,12.82,6561.91,22,261.5,0.24,3486,0.849,58.91,"None",0.542,11.25,2532,342.1,"@",22570.16
2021,"Dates","Deglet Noor",7.7,14.02,107.98,11.31,311.8,0.4,2903,0.911,56.4,"Bacterial",0.653,8.56,905,355.2,"@",13795.48
2022,"Dates","Deglet Noor",461.18,13.73,6330.56,14.08,290.2,0.53,3031,0.835,55.22,"Bacterial",0.646,11.14,1528,343.2,"@",35588.14
2023,"Dates","Deglet Noor",25.19,18.41,463.74,20.31,262.4,0.3,3295,1.109,54.56,"Bacterial",0.594,10.79,2531,372.8,"@",44137.37
1995,"Dates","Halawi",389.66,9.34,3640.24,17.81,345.9,0.45,2506,0.844,61.42,"Fungal",0.75,10.03,1516,344.9,"@ ok",28773.95
1996,"Dates","Halawi",259.48,14.35,3723.21,16.63,332.2,0.23,2639,1.304,61.02,"None",0.7,7.53,1878,357.5,"@",33871.66
1997,"Dates","Halawi",106.52,9.3,990.58,11.19,293.8,0.47,3074,0.726,56.86,"Bacterial",0.547,9.57,828,346.2,"@",12191.75
1998,"Dates","Halawi",29.31,5.02,147.04,19.43,244.6,0.36,3658,0.36,54.98,"Bacterial",0.56,9.2,2206,331.4,"@ anomaly",15494.79
1999,"Dates","Halawi",155.59,7.34,1141.66,18.19,386.5,0.31,2378,0.682,56.84,"Fungal",0.79,9.44,2404,335.4,"@ ok",12062.89
2000,"Dates","Halawi",656.67,15.96,10483.02,18.48,312.1,0.33,3043,1.185,60.82,"Bacterial",0.707,8.4,2794,367.2,"@ data entry check",19997.67
2001,"Dates","Halawi",518.05,7.23,3744.84,22.78,254.6,0.47,3367,0.572,61.03,"Bacterial",0.603,7.48,3244,344.3,"@ data entry check",22067.91
2002,"Dates","Halawi",302.68,9.44,2856.41,18.9,267.3,0.48,3312,0.654,57.75,"Bacterial",0.676,8.6,1734,350.9,"@  reviewed",26244.91
2003,"Dates","Halawi",277.86,11.84,3289.69,18.1,319.4,0.38,2921,0.832,57.7,"Bacterial",0.722,8.41,2446,338.1,"@",31073.95
2004,"Dates","Halawi",140.92,10.44,1470.82,18.94,287.2,0.36,3346,0.763,58.79,"Bacterial",0.671,10.63,1920,350.2,"@  reviewed",14974.5
2005,"Dates","Halawi",112.14,6.16,691.21,14.53,268.6,0.48,3364,0.433,57.39,"Bacterial",0.631,10.41,1493,351.2,"@",11467.43
2006,"Dates","Halawi",296.57,10.29,3051.91,19.88,278.4,0.29,3248,0.757,56.64,"Bacterial",0.576,7.26,2941,355.9,"@",15795.8
2007,"Dates","Halawi",142.97,10.24,1464.6,18.42,317.6,0.33,2762,0.785,57.19,"Bacterial",0.702,10.04,2712,354.3,"@ ok",20630.46
2008,"Dates","Halawi",109.52,11.63,1274.09,21.82,324.5,0.1,2799,0.903,62.32,"None",0.705,8.39,3128,345.8,"@ anomaly",31035.7
2009,"Dates","Halawi",69.96,9.87,690.58,23.24,261.2,0.45,3580,0.675,61.94,"Bacterial",0.576,9.74,2872,352.9,"@",10713.88
2010,"Dates","Halawi",15.62,19.39,302.86,21.99,310.5,0.47,2868,1.321,62.01,"Bacterial",0.683,8.37,3056,351.3,"@ missing-field flag",44349.36
2011,"Dates","Halawi",53.45,17.04,910.76,17.42,325.2,0.33,2827,1.204,59.32,"Bacterial",0.7,6.91,1394,354.1,"@ missing-field flag",35473.96
2012,"Dates","Halawi",2.15,15.23,32.74,11.95,341.9,0.3,2565,1.057,59.33,"Fungal",0.699,10.65,859,347.6,"@ anomaly",29312.29
2013,"Dates","Halawi",1029.72,15.55,16012.32,14.12,352.6,0.38,2628,1.026,58.22,"Fungal",,,1387,,"@ anomaly",34950.65
2014,"Dates","Halawi",658.64,19.96,13148.36,16.91,264,0.43,3528,1.327,54.88,"Bacterial",0.588,7.21,1904,358.2,"@",34149.9
2015,"Dates","Halawi",58.69,15.63,917.29,23.52,245.6,0.45,3574,0.98,53.61,"Bacterial",0.575,6.19,2600,356.9,"@ anomaly",50885.87
2016,"Dates","Halawi",94.41,15.77,1488.8,19.93,252.2,0.59,3444,0.986,53.33,"Bacterial",0.552,8.23,1990,353.5,"@  reviewed",19189.5
2017,"Dates","Halawi",166.9,15.38,2566.43,18.49,324.3,0.29,2828,1.112,56.13,"Bacterial",0.703,7.34,2170,356.5,"@ anomaly",32060.73
2018,"Dates","Halawi",86.5,11.92,1031.42,21.18,296,0.41,3006,0.824,57.77,"Bacterial",0.586,8.53,2819,343.6,"@ ok",12430.36
2019,"Dates","Halawi",63.75,19.75,1259.28,12.64,311.8,0.23,2822,1.347,58.94,"None",0.659,10.03,926,338.8,"@ ok",43087.44
2020,"Dates","Halawi",198.07,13.61,2696.23,22,261.5,0.24,3486,0.902,58.91,"None",0.542,11.25,2532,342.1,"@",22570.16
2021,"Dates","Halawi",54.49,13.35,727.34,11.31,311.8,0.4,2903,0.867,56.4,"Bacterial",0.653,8.56,905,355.2,"@",13795.48
2022,"Dates","Halawi",695.2,13.66,9495.33,14.08,290.2,0.53,3031,0.831,55.22,"Bacterial",0.646,11.14,1528,343.2,"@",35588.14
2023,"Dates","Halawi",271.73,19.19,5215.05,20.31,262.4,0.3,3295,1.156,54.56,"Bacterial",0.594,10.79,2531,372.8,"@",44137.37
1995,"Dates","Khadrawy",255.39,10.44,2666.13,17.81,345.9,0.45,2506,0.944,61.42,"Fungal",0.75,10.03,1516,344.9,"@ ok",28773.95
1996,"Dates","Khadrawy",438.06,14.18,6211.4,16.63,332.2,0.23,2639,1.288,61.02,"None",0.7,7.53,1878,357.5,"@",33871.66
1997,"Dates","Khadrawy",219.53,10.17,2231.74,11.19,293.8,0.47,3074,0.794,56.86,"Bacterial",0.547,9.57,828,346.2,"@",12191.75
1998,"Dates","Khadrawy",84.03,5.13,431.4,19.43,244.6,0.36,3658,0.368,54.98,"Bacterial",0.56,9.2,2206,331.4,"@ anomaly",15494.79
1999,"Dates","Khadrawy",13.54,6.7,90.71,18.19,386.5,0.31,2378,0.622,56.84,"Fungal",0.79,9.44,2404,335.4,"@ ok",12062.89
2000,"Dates","Khadrawy",87.35,16.85,1471.52,18.48,312.1,0.33,3043,1.251,60.82,"Bacterial",0.707,8.4,2794,367.2,"@ data entry check",19997.67
2001,"Dates","Khadrawy",101.25,7.7,779.97,22.78,254.6,0.47,3367,0.609,61.03,"Bacterial",0.603,7.48,3244,344.3,"@ data entry check",22067.91
2002,"Dates","Khadrawy",1192.14,8.73,10409.27,18.9,267.3,0.48,3312,0.605,57.75,"Bacterial",0.676,8.6,1734,350.9,"@  reviewed",26244.91
2003,"Dates","Khadrawy",444.15,13.43,5963.82,18.1,319.4,0.38,2921,0.943,57.7,"Bacterial",0.722,8.41,2446,338.1,"@",31073.95
2004,"Dates","Khadrawy",256.64,9.34,2398.12,18.94,287.2,0.36,3346,0.683,58.79,"Bacterial",0.671,10.63,1920,350.2,"@  reviewed",14974.5
